sku,offercode,location_original,location,instance_type,instance_family,vcpu,clock_speed,memory,storage,network_performance,processor_architecture,tenancy,os,usagetype,operation,pd_key,price_description,unit,price
GHKSV7HWD46CE6XE,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-EarlyDelete-ZIA,,GHKSV7HWD46CE6XE.JRTCKXETXF.6YS6EN2CT7,$0.01104 per GB-Month prorated for objects deleted or overwritten before 30 days in One Zone-Infrequent Access,GB-Mo,0.01104
RCU7EC3H83DDBDJM,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-INT-AA-Tier3,RestoreObject,RCU7EC3H83DDBDJM.JRTCKXETXF.6YS6EN2CT7,$0.0 per Requests for Requests-INT-AA-Tier3:RestoreObject in Middle East (Bahrain),Requests,0
PS3Z876M8XGPJR83,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-INT-AA-Tier6,RestoreObjectExpedited,PS3Z876M8XGPJR83.JRTCKXETXF.6YS6EN2CT7,$12.1 per Requests for Requests-INT-AA-Tier6:RestoreObjectExpedited in Middle East (Bahrain),Requests,12.1
UEYZ9CB6Y3WAACY4,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-EarlyDelete-ZIA-SmObjects,,UEYZ9CB6Y3WAACY4.JRTCKXETXF.6YS6EN2CT7,$0.01104 per GB-Month prorated for small objects deleted or overwritten before 30 days in One Zone-Infrequent Access,GB-Mo,0.01104
7MF2WXPNGJQ3BE6D,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier1,,7MF2WXPNGJQ3BE6D.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Requests,0.0000055
BA6PSX6VRU69E67N,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-INT-IA-ByteHrs,,BA6PSX6VRU69E67N.JRTCKXETXF.6YS6EN2CT7,"$0.0138 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier",GB-Mo,0.0138
NUP4QSB26FXKTG7X,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Scanned-INT-Bytes,,NUP4QSB26FXKTG7X.JRTCKXETXF.6YS6EN2CT7,$0.00225 per GB - for bytes scanned by S3 Select in Intelligent - Tiering,GB,0.00225
DF39NE9R4DU828ZY,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Inventory-ObjectsListed,,DF39NE9R4DU828ZY.JRTCKXETXF.6YS6EN2CT7,$0.0028 per 1 million objects listed in S3 Inventory,Objects,2.8E-09
6FY38XWEUWXU3DJ8,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier2,,6FY38XWEUWXU3DJ8.JRTCKXETXF.6YS6EN2CT7,"$0.0044 per 10,000 GET and all other requests",Requests,0.00000044
XJWW63G6BNRMXU93,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,InitiateMultipartUpload,XJWW63G6BNRMXU93.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 InitiateMultipartUpload requests to Glacier",Requests,0.0000055
QGRFZYZ3ASYYHS2A,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Bulk-Retrieval-Bytes,IntAARestoreObject,QGRFZYZ3ASYYHS2A.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Bulk-Retrieval-Bytes:IntAARestoreObject in Middle East (Bahrain),GB,0
3WRDVYFHBG9KEUET,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Scanned-Bytes,,3WRDVYFHBG9KEUET.JRTCKXETXF.6YS6EN2CT7,$0.00225 per GB - for bytes scanned by S3 Select in Standard,GB,0.00225
K4Q734ZM8EATMWFM,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-INT-DAA-ByteHrs,INTDAAObjectOverhead,K4Q734ZM8EATMWFM.JRTCKXETXF.6YS6EN2CT7,$0.0018 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:INTDAAObjectOverhead in Middle East (Bahrain),Gigabyte Month,0.0018
56QCCJ79YEP67RJX,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Returned-INT-Bytes,,56QCCJ79YEP67RJX.JRTCKXETXF.6YS6EN2CT7,$0.0008 per GB - for bytes returned by S3 Select in Intelligent - Tiering,GB,0.0008
CRW4GT9QHU7VSB2G,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Bulk-Select-Returned-Bytes,,CRW4GT9QHU7VSB2G.JRTCKXETXF.6YS6EN2CT7,$0.00275 per GB - Bulk Select Data Returned Bytes,GB,0.00275
HTPWES9JVUUJCQUB,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-INT-DAA-Tier3,RestoreObject,HTPWES9JVUUJCQUB.JRTCKXETXF.6YS6EN2CT7,$0.0 per Requests for Requests-INT-DAA-Tier3:RestoreObject in Middle East (Bahrain),Requests,0
9485W8Q7QTMQA7AG,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-GlacierStaging,,9485W8Q7QTMQA7AG.JRTCKXETXF.6YS6EN2CT7,$0.023 per GB-Month of storage used in GlacierStagingStorage,GB-Mo,0.023
29ZA9PJUQAD4RFB6,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-ZIA-Tier2,,29ZA9PJUQAD4RFB6.JRTCKXETXF.6YS6EN2CT7,"$0.01 per 10,000 GET and all other requests  to One Zone-Infrequent Access",Requests,0.000001
P96BMSH2T4JMDSEJ,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-INT-FA-ByteHrs,,P96BMSH2T4JMDSEJ.JRTCKXETXF.PXJDJ3YRG3,"$0.023 per GB - over 500 TB / month of storage used in Intelligent-Tiering, Frequent Access Tier",GB-Mo,0.023
DQV2JEZXZ35DNB82,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-EarlyDelete-ByteHrs,,DQV2JEZXZ35DNB82.JRTCKXETXF.6YS6EN2CT7,$0.0045 per GB - Glacier Early Delete,GB-Mo,0.0045
NQB954QTJQVUACB5,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier2,,NQB954QTJQVUACB5.JRTCKXETXF.6YS6EN2CT7,"$0.0044 per 10,000 GET and all other requests from Glacier",Requests,0.00000044
Y7SNKJ8V3HEMPEB6,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,UploadPart,Y7SNKJ8V3HEMPEB6.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 UploadPart requests to Glacier",Requests,0.0000055
RTU6SNYTPPMGYE3A,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Standard-Retrieval-Bytes,DeepArchiveRestoreObject,RTU6SNYTPPMGYE3A.JRTCKXETXF.6YS6EN2CT7,$0.022 per GB Standard retrieval fee from Glacier Deep Archive,GB,0.022
WB24AEEJUEXYH6Q7,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,PutObject,WB24AEEJUEXYH6Q7.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 PutObject requests to Glacier",Requests,0.0000363
FDPEZ4G5AD2SEJ2X,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Returned-ZIA-Bytes,,FDPEZ4G5AD2SEJ2X.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - for bytes returned by S3 Select in One Zone-Infrequent Access,GB,0.01
BYXT2NX2ZWKMFMBJ,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-BatchOperations-Objects,,BYXT2NX2ZWKMFMBJ.JRTCKXETXF.6YS6EN2CT7,$1.00 per 1 million object operations performed by Batch Operations,Objects,0.000001
8JUD7GY4BFP99YGP,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Peak-Restore-Bytes-Delta,,8JUD7GY4BFP99YGP.JRTCKXETXF.6YS6EN2CT7,$0.00803 per GB - Glacier Restore Fee,GB,0.00803
X6U25N9T3YT35Q3U,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Retrieval-SIA,,X6U25N9T3YT35Q3U.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - flat fee for all bytes retrieved in Standard-Infrequent Access,GB,0.01
S3DBUTV77K3Y5KMK,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-GDA-Staging,,S3DBUTV77K3Y5KMK.JRTCKXETXF.6YS6EN2CT7,$0.023 per GB-Month of storage used in GlacierStagingStorage,GB-Mo,0.023
8YER8EJDS4Q8YKV3,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Scanned-SIA-Bytes,,8YER8EJDS4Q8YKV3.JRTCKXETXF.6YS6EN2CT7,$0.00225 per GB - for bytes scanned by S3 Select in Standard-Infrequent Access,GB,0.00225
7NYQFD8QRM2TPA8T,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-EarlyDelete-INT,,7NYQFD8QRM2TPA8T.JRTCKXETXF.PGHJ3S3EYE,$0.025 per GB - first 50 TB / month prorated for objects deleted or overwritten before 30 days in Intelligent-Tiering,GB-Mo,0.025
PDD8GP7ZVPA3ECNU,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-StorageLens-ObjCount,StorageLens,PDD8GP7ZVPA3ECNU.JRTCKXETXF.6YS6EN2CT7,$0.20 per MM objects per month for Storage Lens to Middle East (Bahrain),Objects,0.0000002
KZMRTXVEZAD9DESR,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Returned-Bytes,,KZMRTXVEZAD9DESR.JRTCKXETXF.6YS6EN2CT7,$0.0008 per GB - for bytes returned by S3 Select in Standard,GB,0.0008
WX9FGWTMH7VT57GR,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,CompleteMultipartUploadForRepl,WX9FGWTMH7VT57GR.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 CompleteMultipartUpload for Replication to Glacier",Requests,0.0000363
GZ43483FGHMEHUP9,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-EarlyDelete-SIA,,GZ43483FGHMEHUP9.JRTCKXETXF.6YS6EN2CT7,$0.0138 per GB-Month prorated for objects deleted or overwritten before 30 days in Standard-Infrequent Access,GB-Mo,0.0138
K66XCVKWU7SU5YPE,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Retrieval-ZIA,,K66XCVKWU7SU5YPE.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - flat fee for all bytes retrieved in One Zone-Infrequent Access,GB,0.01
H5MGZVGJ5TZCXP3W,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Standard-Retrieval-Bytes,IntDAARestoreObject,H5MGZVGJ5TZCXP3W.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in Middle East (Bahrain),GB,0
BGRKC8S6UBKKPMFQ,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Std-Select-Returned-Bytes,,BGRKC8S6UBKKPMFQ.JRTCKXETXF.6YS6EN2CT7,$0.011 per GB - Standard Select Data Returned Bytes,GB,0.011
55MMKGBFU52UPB25,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Bulk-Retrieval-Bytes,IntDAARestoreObject,55MMKGBFU52UPB25.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Bulk-Retrieval-Bytes:IntDAARestoreObject in Middle East (Bahrain),GB,0
4G3FARPXSCKCBYJT,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-SIA-SmObjects,,4G3FARPXSCKCBYJT.JRTCKXETXF.6YS6EN2CT7,$0.0138 per GB-Month of storage used for small objects,GB-Mo,0.0138
3UXXVGQ2GNUA6Y33,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-SIA-ByteHrs,,3UXXVGQ2GNUA6Y33.JRTCKXETXF.6YS6EN2CT7,$0.0138 per GB-Month of storage used in Standard-Infrequent Access,GB-Mo,0.0138
MG9FVQ28DFBB9BS6,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-StorageAnalytics-ObjCount,,MG9FVQ28DFBB9BS6.JRTCKXETXF.6YS6EN2CT7,$0.10 per 1 million objects monitored in S3 Analytics,Objects,0.0000001
JVJDYUWVWNW58MHM,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-S3-API-OL-BytesReturned,,JVJDYUWVWNW58MHM.JRTCKXETXF.6YS6EN2CT7,$0.005 per GB for S3-API-OL-BytesReturned in Middle East (Bahrain),GB,0.005
UJKTMX5GR4JD4TWF,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GDA-Tier2,,UJKTMX5GR4JD4TWF.JRTCKXETXF.6YS6EN2CT7,"$0.0044 per 10,000 GET and all other requests from Glacier",Requests,0.00000044
HPNBQV49JHW82963,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier3,RestoreObject,HPNBQV49JHW82963.JRTCKXETXF.6YS6EN2CT7,"$0.0605 per 1,000 Glacier Requests",Requests,0.0000605
ZHKGXTCS3X92G289,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-INT-DAA-ByteHrs,,ZHKGXTCS3X92G289.JRTCKXETXF.6YS6EN2CT7,$0.0018 per Gigabyte Month for TimedStorage-INT-DAA-ByteHrs:IntelligentTieringDAAStorage in Middle East (Bahrain),Gigabyte Month,0.0018
84A4JA5A73NREBTW,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Std-Select-Scanned-Bytes,,84A4JA5A73NREBTW.JRTCKXETXF.6YS6EN2CT7,$0.00924 per GB - Standard Select Data Scanned Bytes,GB,0.00924
3RG6FWU87TNJE86D,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,PostObject,3RG6FWU87TNJE86D.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 PostObject requests to Glacier",Requests,0.0000363
AH75XJJJY27QK5V4,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,CompleteMultipartUpload,AH75XJJJY27QK5V4.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 CompleteMultipartUpload requests to Glacier",Requests,0.0000363
YR2XA456SZA4ME6S,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,UploadPartReplTime,YR2XA456SZA4ME6S.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 UploadPart for Replication Time Control to Glacier",Requests,0.0000055
TQB4BWQTB8VG89FE,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier3,S3-GDATransition,TQB4BWQTB8VG89FE.JRTCKXETXF.6YS6EN2CT7,"$0.0605 per 1,000 Lifecycle requests to Glacier Deep Archive",Requests,0.0000605
2NBQXS9U666QXB6T,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Exp-Select-Returned-Bytes,,2NBQXS9U666QXB6T.JRTCKXETXF.6YS6EN2CT7,$0.033 per GB - Expedited Select Data Returned Bytes,GB,0.033
PEYZST5PRGEQ2ZXT,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier4,,PEYZST5PRGEQ2ZXT.JRTCKXETXF.6YS6EN2CT7,"$0.01 per 1,000 transitions to Standard-Infrequent Access",Requests,0.00001
HBD5Q8G8TDEC4W4W,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Bulk-Retrieval-Bytes,DeepArchiveRestoreObject,HBD5Q8G8TDEC4W4W.JRTCKXETXF.6YS6EN2CT7,$0.0033 per GB Bulk retrieval fee from Glacier Deep Archive,GB,0.0033
2XYW43Q5SWY6ER7E,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,CompleteMultipartUploadReplTime,2XYW43Q5SWY6ER7E.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 CompleteMultipartUpload for Replication Time Control to Glacier",Requests,0.0000363
QFAXBQDJFUBNEV8X,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,CopyPart,QFAXBQDJFUBNEV8X.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 CopyPart to Glacier",Requests,0.0000055
CA7B6JMSD4A6CGJ8,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Monitoring-Automation-INT,,CA7B6JMSD4A6CGJ8.JRTCKXETXF.6YS6EN2CT7,"$0.0025 per 1,000 Objects per month in Intelligent-Tiering",Objects,0.0000025
RTAFRQ5DQBA98HTE,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-RRS-ByteHrs,,RTAFRQ5DQBA98HTE.JRTCKXETXF.J25EHUHHDK,$0.0246 per GB - next 4000 TB / month of storage used - Reduced Redundancy Storage,GB-Mo,0.0246
8TSGMP4T3UMRNA9Q,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-ByteHrs,INTAAS3ObjectOverhead,8TSGMP4T3UMRNA9Q.JRTCKXETXF.6YS6EN2CT7,$0.023 per GB-Mo for TimedStorage-ByteHrs:INTAAS3ObjectOverhead in Middle East (Bahrain),GB-Mo,0.023
36WJ6JNFFFDU9456,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Returned-SIA-Bytes,,36WJ6JNFFFDU9456.JRTCKXETXF.6YS6EN2CT7,$0.01 per GB - for bytes returned by S3 Select in Standard-Infrequent Access,GB,0.01
P8XKSXX5E3E59V5V,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-StorageLensFreeTier-ObjCount,StorageLens,P8XKSXX5E3E59V5V.JRTCKXETXF.6YS6EN2CT7,$0.00 per MM objects per month for Storage Lens Free Tier to Middle East (Bahrain),Objects,0
WMNZ5PFGTDNPXFYR,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-INT-AA-ByteHrs,INTAAObjectOverhead,WMNZ5PFGTDNPXFYR.JRTCKXETXF.6YS6EN2CT7,$0.0045 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:INTAAObjectOverhead in Middle East (Bahrain),Gigabyte Month,0.0045
6J832CVZV7JYCVFA,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-SIA-Tier2,,6J832CVZV7JYCVFA.JRTCKXETXF.6YS6EN2CT7,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access",Requests,0.000001
MGKZK5K8WEXU3CDM,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-SIA-Tier1,,MGKZK5K8WEXU3CDM.JRTCKXETXF.6YS6EN2CT7,"$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access",Requests,0.00001
HTYZUU863EV8ZX77,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Expedited-Retrieval-Bytes,,HTYZUU863EV8ZX77.JRTCKXETXF.6YS6EN2CT7,$0.033 per GB - Expedited retrieval fee,GB,0.033
DMZJGBEMT38JGZNF,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-ZIA-ByteHrs,,DMZJGBEMT38JGZNF.JRTCKXETXF.6YS6EN2CT7,$0.01104 per GB-Month of storage used in One Zone-Infrequent Access,GB-Mo,0.01104
TN3RUEJ97B6V8PEZ,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-INT-AA-Tier5,RestoreObjectBulk,TN3RUEJ97B6V8PEZ.JRTCKXETXF.6YS6EN2CT7,$0.0 per API Requests for Requests-INT-AA-Tier5:RestoreObjectBulk in Middle East (Bahrain),API Requests,0
BDE6AEEU26MWPSMQ,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Standard-Retrieval-Bytes,IntAARestoreObject,BDE6AEEU26MWPSMQ.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for Standard-Retrieval-Bytes:IntAARestoreObject in Middle East (Bahrain),GB,0
99E9KHV6P89ZNRF4,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-INT-Tier2,,99E9KHV6P89ZNRF4.JRTCKXETXF.6YS6EN2CT7,"$0.0044 per 10,000 GET and all other requests to Intelligent-Tiering",Requests,0.00000044
B98NZZYMZF84458T,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Expedited-Retrieval-Bytes,IntAARestoreObject,B98NZZYMZF84458T.JRTCKXETXF.6YS6EN2CT7,$0.033 per GB for Expedited-Retrieval-Bytes:IntAARestoreObject in Middle East (Bahrain),GB,0.033
67J7QH8PXKSC2PFA,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,PutObjectReplTime,67J7QH8PXKSC2PFA.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 PUT for Replication Time Control to Glacier",Requests,0.0000363
Y9Q44768Q5U8MKEP,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Select-Scanned-ZIA-Bytes,,Y9Q44768Q5U8MKEP.JRTCKXETXF.6YS6EN2CT7,$0.00225 per GB - for bytes scanned by S3 Select in One Zone-Infrequent Access,GB,0.00225
FXCK8AMYBA3365CD,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,CopyObject,FXCK8AMYBA3365CD.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 CopyObject requests to Glacier",Requests,0.0000363
YSJDPRF79J9Q5VC9,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,PutObjectForRepl,YSJDPRF79J9Q5VC9.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 PUT for Replication to Glacier",Requests,0.0000363
4NCZK2TYWKPXAHCT,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-ZIA-Tier1,,4NCZK2TYWKPXAHCT.JRTCKXETXF.6YS6EN2CT7,"$0.01 per 1,000 PUT, COPY, POST or LIST requests to One Zone-Infrequent Access",Requests,0.00001
8YPVXBJ7HBY5PCBP,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,InitiateMultipartUploadReplTime,8YPVXBJ7HBY5PCBP.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 InitiateMultipartUpload for Replication Time Control to Glacier",Requests,0.0000055
TZMZPUJ5CADKAEDS,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier6,,TZMZPUJ5CADKAEDS.JRTCKXETXF.6YS6EN2CT7,$0.0121 per Expedited Glacier request,Requests,0.0121
DV9PGH8F2GYGVA8J,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-INT-AA-ByteHrs,,DV9PGH8F2GYGVA8J.JRTCKXETXF.6YS6EN2CT7,$0.0045 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in Middle East (Bahrain),Gigabyte Month,0.0045
HUYKYURXEXU4N66H,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-INT-DAA-Tier5,RestoreObjectBulk,HUYKYURXEXU4N66H.JRTCKXETXF.6YS6EN2CT7,$0.0 per API Requests for Requests-INT-DAA-Tier5:RestoreObjectBulk in Middle East (Bahrain),API Requests,0
N75DJGE66VJ9YKSS,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Bulk-Select-Scanned-Bytes,,N75DJGE66VJ9YKSS.JRTCKXETXF.6YS6EN2CT7,$0.0011 per GB - Bulk Select Data Scanned Bytes,GB,0.0011
BF3Z8STSKGDSTNE8,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-TimedStorage-ByteHrs,INTDAAS3ObjectOverhead,BF3Z8STSKGDSTNE8.JRTCKXETXF.6YS6EN2CT7,$0.023 per GB-Mo for TimedStorage-ByteHrs:INTDAAS3ObjectOverhead in Middle East (Bahrain),GB-Mo,0.023
2HQ8ZR739HND9UN9,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier5,,2HQ8ZR739HND9UN9.JRTCKXETXF.6YS6EN2CT7,"$0.03025 per 1,000 - Bulk Glacier requests",Requests,0.00003025
AKHG7XHAHABMETR7,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-Tier3,S3-GlacierTransition,AKHG7XHAHABMETR7.JRTCKXETXF.6YS6EN2CT7,"$0.0363 per 1,000 Glacier Requests",Requests,0.0000363
RR4Y9ENKRE5BAW8C,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Requests-GLACIER-Tier1,UploadPartForRepl,RR4Y9ENKRE5BAW8C.JRTCKXETXF.6YS6EN2CT7,"$0.0055 per 1,000 UploadPart for Replication to Glacier",Requests,0.0000055
ZS454GG8VGKHA76P,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-BatchOperations-Jobs,,ZS454GG8VGKHA76P.JRTCKXETXF.6YS6EN2CT7,$0.25 per job fee for Batch Operations,Jobs,0.25
EZB4VHU4PUFZ9JRR,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Standard-Retrieval-Bytes,RestoreObject,EZB4VHU4PUFZ9JRR.JRTCKXETXF.6YS6EN2CT7,$0.011 per GB - Standard retrieval fee,GB,0.011
TD37D8GA9TEUT3RN,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-AdditionalRequest-INT,RestoreObject,TD37D8GA9TEUT3RN.JRTCKXETXF.6YS6EN2CT7,$0.00044 per Requests for AdditionalRequest-INT:RestoreObject in Middle East (Bahrain),Requests,0.00044
UFK67Q5R3SFUXPMD,JRTCKXETXF,Middle East (Bahrain),Bahrain,,,,,,,,,,,MES1-Bulk-Retrieval-Bytes,RestoreObject,UFK67Q5R3SFUXPMD.JRTCKXETXF.6YS6EN2CT7,$0.00275 per GB - Bulk retrieval fee,GB,0.00275
